sobill,sokhach,doanhso,doanhthu,mon,loai,bill,customer,vat,phuphi,cuahang_id,cuahang_name,ngay
64,383,108785500,106293138,2057232,0,372410,62720,464828,500000,7,ICool D??ng B� Tr?c,24/01/2021
52,299,76355000,74197440,753250,0,964680,439630,0,0,7,ICool D??ng B� Tr?c,25/01/2021
62,357,101705000,98882830,1401970,0,1420200,0,404100,0,7,ICool D??ng B� Tr?c,26/01/2021
64,418,115613800,111114331,2242594,0,2208650,48225,2337900,0,7,ICool D??ng B� Tr?c,27/01/2021
71,398,137560100,133521775,596645,0,3441680,0,400408,0,7,ICool D??ng B� Tr?c,28/01/2021
66,465,131199900,127265030,3510095,0,341990,82785,746432.5,0,7,ICool D??ng B� Tr?c,29/01/2021
107,850,212108300,207961435,3611685,0,535180,0,810200,0,7,ICool D??ng B� Tr?c,30/01/2021
66,385,104231500,101583378,1607282,0,1040840,0,256000,200000,7,ICool D??ng B� Tr?c,31/01/2021
66,383,101555400,98609120,2728340,0,217940,0,420172.5,1120000,7,ICool D??ng B� Tr?c,01/02/2021
55,326,82713400,81391135,1149905,0,172360,0,0,0,7,ICool D??ng B� Tr?c,02/02/2021
64,503,152303300,147211822,3895678,0,1122490,73310,254250,0,7,ICool D??ng B� Tr?c,03/02/2021
59,358,96996900,93509350,2237310,0,1250240,0,292380,0,7,ICool D??ng B� Tr?c,04/02/2021
63,354,102443700,100051340,1326980,0,632450,432930,0,803000,7,ICool D??ng B� Tr?c,05/02/2021
71,435,120595200,117064771,1567239,0,1963190,0,0,0,7,ICool D??ng B� Tr?c,06/02/2021
57,283,80629100,78723445,1467265,0,438390,0,0,0,7,ICool D??ng B� Tr?c,07/02/2021
33,166,56725000,54191015,1316615,0,1053780,163590,0,0,7,ICool D??ng B� Tr?c,08/02/2021
1,0,316000,252800,0,0,63200,0,0,0,7,ICool D??ng B� Tr?c,20/02/2021
3,0,1836000,882000,954000,0,0,0,0,0,7,ICool D??ng B� Tr?c,23/02/2021
1,0,179000,100240,0,0,78760,0,0,0,7,ICool D??ng B� Tr?c,24/02/2021
32,172,44523800,44271300,0,0,252500,0,0,0,7,ICool D??ng B� Tr?c,19/03/2021
73,491,111449200,108883220,1963410,0,602570,0,190110,0,7,ICool D??ng B� Tr?c,20/03/2021
69,395,94593200,91840939,1839266,0,822020,90975,0,0,7,ICool D??ng B� Tr?c,21/03/2021
41,232,49887300,47885150,1581800,0,420350,0,0,0,7,ICool D??ng B� Tr?c,22/03/2021
6,16,4229500,3572730,543470,0,113300,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,04/11/2020
14,98,14043500,11251360,624600,0,2167540,0,0,5005500,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,05/11/2020
5,33,9448000,8287400,1006500,0,154100,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,06/11/2020
6,39,8263000,6673000,1590000,0,0,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,07/11/2020
8,50,9944300,9044320,899980,0,0,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,08/11/2020
8,32,6042500,5739720,203580,0,99200,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,09/11/2020
13,86,15438600,14683465,686910,0,0,68225,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,10/11/2020
11,48,8170200,7657340,174060,0,338800,0,79418,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,11/11/2020
15,76,13900000,13661110,238890,0,0,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,12/11/2020
18,78,19559700,18528560,568580,0,462560,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,13/11/2020
16,107,23794000,21613870,1662240,0,517890,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,14/11/2020
15,84,19461700,18291600,1050700,0,119400,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,15/11/2020
12,43,10028300,9164788,701182,0,162330,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,16/11/2020
16,73,17860100,16990935,651240,0,159500,58425,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,17/11/2020
15,63,17114700,15376470,1620530,0,117700,0,55504,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,18/11/2020
17,107,23611800,20889730,2722070,0,0,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,19/11/2020
28,150,36577500,35109550,1065850,0,402100,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,20/11/2020
19,108,26061300,24794650,1039840,0,226810,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,21/11/2020
17,102,27307000,25253180,1807060,0,156640,90120,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,22/11/2020
21,111,24418500,23665000,753500,0,0,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,23/11/2020
19,125,21818100,20826800,668650,0,322650,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,24/11/2020
24,136,31007100,30052683,730950,0,148900,74567,114914,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,25/11/2020
22,137,25754700,25302600,452100,0,0,0,0,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,26/11/2020
28,165,38766200,37205550,1078340,0,482310,0,759650,0,24,266-268-270 Phan X�ch Long Ph??ng 7 Qu?n Ph� Nhu?n,27/11/2020
27,168,39916300,38122340,1412060,0,381900,0,163175,0,24,ICOOL Phan X�ch Long,28/11/2020
29,152,40140500,38386102,1404108,0,350290,0,0,0,24,ICOOL Phan X�ch Long,29/11/2020
22,126,29878500,28387230,1097120,0,394150,0,0,0,24,ICOOL Phan X�ch Long,30/11/2020
17,88,19974000,18885000,926900,0,162100,0,0,0,24,ICOOL Phan X�ch Long,01/12/2020
19,86,17908700,16923016,764174,0,221510,0,0,0,24,ICOOL Phan X�ch Long,02/12/2020
24,118,28186100,27006045,807830,0,231350,140875,0,0,24,ICOOL Phan X�ch Long,03/12/2020
28,179,40800800,38495906,1350074,0,954820,0,196650,0,24,ICOOL Phan X�ch Long,04/12/2020
33,185,48829401,46627251,1613010,0,589140,0,0,0,24,ICOOL Phan X�ch Long,05/12/2020
28,173,39003000,38172100,700650,0,130250,0,186350,0,24,ICOOL Phan X�ch Long,06/12/2020
20,128,26196400,25843300,353100,0,0,0,0,0,24,ICOOL Phan X�ch Long,07/12/2020
23,146,32112300,30518530,1435970,0,157800,0,0,0,24,ICOOL Phan X�ch Long,08/12/2020
19,104,21804300,20797820,840210,0,166270,0,0,0,24,ICOOL Phan X�ch Long,09/12/2020
21,144,35302200,34001450,1179750,0,121000,0,210194,0,24,ICOOL Phan X�ch Long,10/12/2020
34,187,51013901,49176995.45,1370850,0,329100,136955.55,0,0,24,ICOOL Phan X�ch Long,11/12/2020
42,236,68204000,65019158,2713892,0,470950,0,0,0,24,ICOOL Phan X�ch Long,12/12/2020
37,219,55575700,52591150,2617900,0,366650,0,185468,200000,24,ICOOL Phan X�ch Long,13/12/2020
17,106,27650800,26244296,1162164,0,244340,0,180150,0,24,ICOOL Phan X�ch Long,14/12/2020
26,180,33348200,32431314,577556,0,339330,0,0,0,24,ICOOL Phan X�ch Long,15/12/2020
33,210,41230000,40269144,960856,0,0,0,445680,0,24,ICOOL Phan X�ch Long,16/12/2020
38,207,44748900,42922865,1591810,0,0,234225,0,0,24,ICOOL Phan X�ch Long,17/12/2020
37,245,52580300,50402295,1705700,0,436110,36195,0,0,24,ICOOL Phan X�ch Long,18/12/2020
50,327,69200000,66240980,1797380,0,1052390,109250,0,0,24,ICOOL Phan X�ch Long,19/12/2020
46,286,61613700,58087966,3169284,0,356450,0,108041,0,24,ICOOL Phan X�ch Long,20/12/2020
24,153,31880900,30222180,1123470,0,535250,0,0,0,24,ICOOL Phan X�ch Long,21/12/2020
33,216,42906500,40451673.5,1599160,0,783700,71966.5,0,540000,24,ICOOL Phan X�ch Long,22/12/2020
20,119,27242701,23269361,3973340,0,0,0,172683,0,24,ICOOL Phan X�ch Long,23/12/2020
63,400,99504568,85332148,2062990,0,12029530,79900,176760,0,24,ICOOL Phan X�ch Long,24/12/2020
66,507,112486500,96474805,3069725,0,12807120,134850,0,0,24,ICOOL Phan X�ch Long,25/12/2020
70,450,109744500,104464250,1957630,0,3322620,0,635060,0,24,ICOOL Phan X�ch Long,26/12/2020
52,319,89705700,87579990,1684780,0,440930,0,1166590,0,24,ICOOL Phan X�ch Long,27/12/2020
45,272,67022700,63612860,1554780,0,1769140,85920,899580,0,24,ICOOL Phan X�ch Long,28/12/2020
49,299,63892700,62211722,1097498,0,534360,49120,0,0,24,ICOOL Phan X�ch Long,29/12/2020
49,345,92669200,85208780,1608160,0,5852260,0,194800,0,24,ICOOL Phan X�ch Long,30/12/2020
66,451,109585500,108161730,811120,0,612650,0,0,0,24,ICOOL Phan X�ch Long,31/12/2020
55,397,100797900,98442270,892940,0,1462690,0,0,0,24,ICOOL Phan X�ch Long,01/01/2021
54,350,81478800,78409660,1926510,0,1142630,0,0,0,24,ICOOL Phan X�ch Long,02/01/2021
42,262,63906100,55551435,8165370,0,137940,51355,0,0,24,ICOOL Phan X�ch Long,03/01/2021
43,256,50358900,50008285,68065,0,212840,69710,0,0,24,ICOOL Phan X�ch Long,04/01/2021
46,266,58996700,56951285,1243825,0,801590,0,0,0,24,ICOOL Phan X�ch Long,05/01/2021
44,256,58371300,57330575,960535,0,80190,0,0,3300000,24,ICOOL Phan X�ch Long,06/01/2021
47,278,56686000,54571608.75,930795,0,1082940,100656.25,420833,0,24,ICOOL Phan X�ch Long,07/01/2021
58,367,93047400,90992952,1180593,0,791600,82255,338760,0,24,ICOOL Phan X�ch Long,08/01/2021
71,414,97871900,96141879,1099655,0,545580,84786,372581.5,0,24,ICOOL Phan X�ch Long,09/01/2021
58,349,73381900,72801305,245795,0,334800,0,0,0,24,ICOOL Phan X�ch Long,10/01/2021
44,220,49286300,48063035,1165870,0,0,57395,0,0,24,ICOOL Phan X�ch Long,11/01/2021
41,273,67791800,65429622,2101518,0,260660,0,0,0,24,ICOOL Phan X�ch Long,12/01/2021
39,229,47053700,46057210,608290,0,388200,0,439728,0,24,ICOOL Phan X�ch Long,13/01/2021
49,272,64348800,62528840,1118880,0,701080,0,0,0,24,ICOOL Phan X�ch Long,14/01/2021
57,403,103585900,102129980,659575,0,529910,266435,94540,0,24,ICOOL Phan X�ch Long,15/01/2021
66,465,106419000,104481225,1068605,0,827190,41980,658756,0,24,ICOOL Phan X�ch Long,16/01/2021
69,455,96246800,94872760,1121920,0,213690,38430,0,0,24,ICOOL Phan X�ch Long,17/01/2021
40,269,51932900,51180865,554970,0,157940,39125,0,0,24,ICOOL Phan X�ch Long,18/01/2021
56,382,71970000,69735695,2028545,0,205760,0,0,0,24,ICOOL Phan X�ch Long,19/01/2021
47,298,56919000,55802565,769475,0,346960,0,191040,0,24,ICOOL Phan X�ch Long,20/01/2021
63,449,92065500,88478145,1121625,0,2393360,72370,527059,0,24,ICOOL Phan X�ch Long,21/01/2021
63,442,104168800,101485805,1079840,0,1497550,105605,316080,100000,24,ICOOL Phan X�ch Long,22/01/2021
85,636,132143501,128866922.5,1483325,0,1557580,235673.5,926229,0,24,ICOOL Phan X�ch Long,23/01/2021
71,480,102151300,101373904.5,197645,0,490260,89490.5,0,0,24,ICOOL Phan X�ch Long,24/01/2021
54,383,75914500,73467410,2273890,0,173200,0,0,0,24,ICOOL Phan X�ch Long,25/01/2021
62,406,86018900,84223555,1189205,0,606140,0,271401,0,24,ICOOL Phan X�ch Long,26/01/2021
60,376,78669300,75366610,844750,0,2457940,0,572700,0,24,ICOOL Phan X�ch Long,27/01/2021
73,510,111526000,109276678,2137772,0,111550,0,509185.5,0,24,ICOOL Phan X�ch Long,28/01/2021
71,527,110430700,107153075,1868175,0,1409450,0,709370,20000,24,ICOOL Phan X�ch Long,29/01/2021
79,658,139001500,135293000,1891540,0,1684290,132670,207500,100000,24,ICOOL Phan X�ch Long,30/01/2021
60,419,87483200,85415480,1059050,0,1008670,0,360170.5,0,24,ICOOL Phan X�ch Long,31/01/2021
71,496,109587700,107987075,589565,0,1011060,0,460570,0,24,ICOOL Phan X�ch Long,01/02/2021
60,421,97721500,94459545,656395,0,2407680,197880,1130700,0,24,ICOOL Phan X�ch Long,02/02/2021
61,403,90803100,86519740,2104180,0,2179180,0,409700,0,24,ICOOL Phan X�ch Long,03/02/2021
54,337,79324500,77383335,1297355,0,578040,65770,0,0,24,ICOOL Phan X�ch Long,04/02/2021
64,440,110713400,108450203,1883597,0,379600,0,0,0,24,ICOOL Phan X�ch Long,05/02/2021
51,308,72172500,71097145,861425,0,213930,0,0,0,24,ICOOL Phan X�ch Long,06/02/2021
50,305,70983800,69377450,422575,0,1081920,101855,0,0,24,ICOOL Phan X�ch Long,07/02/2021
18,103,21890600,21502000,388600,0,0,0,0,0,24,ICOOL Phan X�ch Long,08/02/2021
0,0,0,0,0,0,0,0,0,0,24,ICOOL Phan X�ch Long,19/02/2021
40,223,55175900,53908080,0,0,1058260,209560,0,0,24,ICOOL Phan X�ch Long,19/03/2021
54,395,92448100,91745400,580000,0,122700,0,0,0,24,ICOOL Phan X�ch Long,20/03/2021
60,337,75465201,74293101,1172100,0,0,0,98000,0,24,ICOOL Phan X�ch Long,21/03/2021
51,263,63129100,61399345,1123755,0,606000,0,123134.5,0,24,ICOOL Phan X�ch Long,22/03/2021
20,113,18569200,17381990,1187210,0,0,0,35130,0,19,ICool Nguy?n Tri Ph??ng,06/11/2020
20,126,22270800,21058050,1212750,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,07/11/2020
20,101,15747700,14893240,564360,0,290100,0,0,0,19,ICool Nguy?n Tri Ph??ng,08/11/2020
13,62,9780200,9599340,180860,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,09/11/2020
15,79,11502600,11406480,96120,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,10/11/2020
12,44,6664000,6381740,209120,0,73140,0,0,0,19,ICool Nguy?n Tri Ph??ng,11/11/2020
7,44,8487000,8329000,158000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,12/11/2020
27,185,29094500,28146580,731510,0,216410,0,0,0,19,ICool Nguy?n Tri Ph??ng,13/11/2020
30,204,35490000,33158085,1989840,0,284810,57265,115200,0,19,ICool Nguy?n Tri Ph??ng,14/11/2020
13,56,8141300,8089850,51450,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,15/11/2020
11,43,5586200,5427200,159000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,16/11/2020
10,41,4761200,4464200,297000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,17/11/2020
18,92,11366200,10605560,760640,0,0,0,44870,0,19,ICool Nguy?n Tri Ph??ng,18/11/2020
10,60,7390800,6946720,444080,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,19/11/2020
30,145,24918800,24035880,882920,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,20/11/2020
20,118,15788100,14743860,1044240,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,21/11/2020
9,51,7403500,6473100,930400,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,22/11/2020
13,58,6815800,6008500,807300,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,23/11/2020
7,33,6085400,6085400,0,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,24/11/2020
10,49,8566400,8215364,351036,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,25/11/2020
25,105,15691600,14995660,621700,0,74240,0,0,0,19,ICool Nguy?n Tri Ph??ng,26/11/2020
22,128,19691400,18776580,914820,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,27/11/2020
37,211,36737100,34280545,1809500,0,501130,145925,0,0,19,ICool Nguy?n Tri Ph??ng,28/11/2020
21,118,14034900,12999410,985500,0,49990,0,0,0,19,ICool Nguy?n Tri Ph??ng,29/11/2020
22,125,15164000,14553300,349580,0,0,261120,0,0,19,ICool Nguy?n Tri Ph??ng,30/11/2020
14,59,9681800,9109900,571900,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,01/12/2020
10,61,7908600,7019560,769200,0,119840,0,0,0,19,ICool Nguy?n Tri Ph??ng,02/12/2020
10,52,7800200,7676160,37800,0,86240,0,0,0,19,ICool Nguy?n Tri Ph??ng,03/12/2020
25,146,23594300,21997230,1255420,0,341650,0,0,0,19,ICool Nguy?n Tri Ph??ng,04/12/2020
26,165,22173900,21301920,871980,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,05/12/2020
19,88,12714500,11810220,838600,0,65680,0,0,0,19,ICool Nguy?n Tri Ph??ng,06/12/2020
18,81,12084400,11678760,179960,0,225680,0,0,55000,19,ICool Nguy?n Tri Ph??ng,07/12/2020
15,74,10248000,9999000,249000,0,0,0,0,20000,19,ICool Nguy?n Tri Ph??ng,08/12/2020
20,96,12927600,12781320,31500,0,114780,0,0,0,19,ICool Nguy?n Tri Ph??ng,09/12/2020
12,64,8113400,8003260,110140,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,10/12/2020
18,122,17801700,17599640,202060,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,11/12/2020
41,257,31174200,30186200,843000,0,145000,0,132720,500000,19,ICool Nguy?n Tri Ph??ng,12/12/2020
29,150,19855600,17389252,2466348,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,13/12/2020
19,78,8447800,8060720,334100,0,52980,0,0,0,19,ICool Nguy?n Tri Ph??ng,14/12/2020
26,108,15476600,14541400,857300,0,77900,0,0,0,19,ICool Nguy?n Tri Ph??ng,15/12/2020
24,124,15102600,14690420,371900,0,0,40280,0,0,19,ICool Nguy?n Tri Ph??ng,16/12/2020
34,125,18555800,17062700,1493100,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,17/12/2020
33,159,28366400,26330480,1724450,0,311470,0,0,20000,19,ICool Nguy?n Tri Ph??ng,18/12/2020
43,187,30209800,26556190,3443540,0,210070,0,0,0,19,ICool Nguy?n Tri Ph??ng,19/12/2020
31,122,15615100,15431100,184000,0,0,0,0,15000,19,ICool Nguy?n Tri Ph??ng,20/12/2020
12,49,7278300,7046300,232000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,21/12/2020
10,43,6924600,6001600,923000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,22/12/2020
22,126,22260700,20409020,1851680,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,23/12/2020
42,241,39812100,38144680,1026920,0,608050,32450,0,0,19,ICool Nguy?n Tri Ph??ng,24/12/2020
41,243,43477900,40814780,2399720,0,263400,0,115850,0,19,ICool Nguy?n Tri Ph??ng,25/12/2020
46,248,42046100,40095280,1592340,0,358480,0,0,0,19,ICool Nguy?n Tri Ph??ng,26/12/2020
24,132,19934800,19317340,434000,0,183460,0,0,0,19,ICool Nguy?n Tri Ph??ng,27/12/2020
19,97,14572900,12512900,2060000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,28/12/2020
14,81,10393700,10083150,238000,0,72550,0,0,0,19,ICool Nguy?n Tri Ph??ng,29/12/2020
23,127,20773100,19798400,722000,0,252700,0,0,0,19,ICool Nguy?n Tri Ph??ng,30/12/2020
28,140,26440400,25334860,1070720,0,34820,0,0,0,19,ICool Nguy?n Tri Ph??ng,31/12/2020
31,151,28670800,28236800,434000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,01/01/2021
26,112,18982300,18525980,434000,0,0,22320,0,0,19,ICool Nguy?n Tri Ph??ng,02/01/2021
25,132,22661600,22400320,49040,0,212240,0,0,0,19,ICool Nguy?n Tri Ph??ng,03/01/2021
8,26,4350300,4350300,0,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,04/01/2021
20,88,16149500,15884950,0,0,264550,0,137100,0,19,ICool Nguy?n Tri Ph??ng,05/01/2021
19,81,14293200,13396030,797600,0,99570,0,0,0,19,ICool Nguy?n Tri Ph??ng,06/01/2021
20,79,14605400,14057770,330000,0,217630,0,0,0,19,ICool Nguy?n Tri Ph??ng,07/01/2021
34,173,29857600,29227600,630000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,08/01/2021
44,254,46098800,45414640,310000,0,318930,55230,0,0,19,ICool Nguy?n Tri Ph??ng,09/01/2021
31,143,29031800,28745995,39515,0,246290,0,332050,0,19,ICool Nguy?n Tri Ph??ng,10/01/2021
22,93,18793400,17918400,875000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,11/01/2021
28,146,20984900,19432190,1104350,0,448360,0,0,0,19,ICool Nguy?n Tri Ph??ng,12/01/2021
22,110,16899500,16325840,488400,0,85260,0,166200,0,19,ICool Nguy?n Tri Ph??ng,13/01/2021
20,95,14228000,14046960,145000,0,0,36040,0,0,19,ICool Nguy?n Tri Ph??ng,14/01/2021
34,180,30890000,30600000,290000,0,0,0,123600,0,19,ICool Nguy?n Tri Ph??ng,15/01/2021
42,241,45668400,45233400,145000,0,290000,0,0,0,19,ICool Nguy?n Tri Ph??ng,16/01/2021
32,126,21829900,21578350,200000,0,0,51550,0,0,19,ICool Nguy?n Tri Ph??ng,17/01/2021
21,97,15470100,14794700,675400,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,18/01/2021
18,70,10497200,9769270,656790,0,39790,31350,0,0,19,ICool Nguy?n Tri Ph??ng,19/01/2021
16,76,9346700,8126350,1087000,0,0,133350,0,0,19,ICool Nguy?n Tri Ph??ng,20/01/2021
29,149,23582400,22938385,564215,0,79800,0,0,0,19,ICool Nguy?n Tri Ph??ng,21/01/2021
35,196,33620800,32958970,525640,0,136190,0,182950,0,19,ICool Nguy?n Tri Ph??ng,22/01/2021
45,336,57028300,55699545,766800,0,391730,170225,0,0,19,ICool Nguy?n Tri Ph??ng,23/01/2021
51,289,47454000,46955560,267515,0,144375,86550,0,0,19,ICool Nguy?n Tri Ph??ng,24/01/2021
35,157,23454500,22791850,547950,0,114700,0,272100,0,19,ICool Nguy?n Tri Ph??ng,25/01/2021
33,168,23348100,22363050,882550,0,102500,0,0,0,19,ICool Nguy?n Tri Ph??ng,26/01/2021
30,128,20997900,19751300,1216800,0,29800,0,0,0,19,ICool Nguy?n Tri Ph??ng,27/01/2021
44,191,33773400,33189850,422200,0,161350,0,0,0,19,ICool Nguy?n Tri Ph??ng,28/01/2021
44,237,38195000,37175770,702250,0,284345,32635,0,0,19,ICool Nguy?n Tri Ph??ng,29/01/2021
50,338,52723500,50888390,1052100,0,783010,0,152600,0,19,ICool Nguy?n Tri Ph??ng,30/01/2021
40,200,35774200,34857020,529000,0,317580,70600,0,0,19,ICool Nguy?n Tri Ph??ng,31/01/2021
22,109,20508100,19836400,199000,0,472700,0,0,0,19,ICool Nguy?n Tri Ph??ng,01/02/2021
25,138,33402900,33012900,390000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,02/02/2021
16,93,16774700,16442740,0,0,331960,0,0,0,19,ICool Nguy?n Tri Ph??ng,03/02/2021
22,114,24890800,24421645,376335,0,92820,0,0,0,19,ICool Nguy?n Tri Ph??ng,04/02/2021
34,177,37676500,36560150,953600,0,162750,0,0,0,19,ICool Nguy?n Tri Ph??ng,05/02/2021
25,135,27700300,27028060,461000,0,211240,0,0,0,19,ICool Nguy?n Tri Ph??ng,06/02/2021
14,65,12508000,12049150,298000,0,160850,0,0,0,19,ICool Nguy?n Tri Ph??ng,07/02/2021
16,71,15310600,14977000,298000,0,35600,0,0,0,19,ICool Nguy?n Tri Ph??ng,08/02/2021
20,112,15169200,14988140,181060,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,19/03/2021
36,206,34417300,33833765,583535,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,20/03/2021
22,106,18159200,18036690,0,0,122510,0,0,0,19,ICool Nguy?n Tri Ph??ng,21/03/2021
21,91,12647400,12335970,70350,0,241080,0,0,0,19,ICool Nguy?n Tri Ph??ng,22/03/2021
60,432,83391401,81747996,1492040,0,151365,0,277272,400000,18,ICool Tr?n N�o,01/11/2020
49,408,76852300,73428845,1826250,0,1337840,259365,302556.5,0,18,ICool Tr?n N�o,02/11/2020
41,347,66217100,64460275,1259975,0,428170,68680,127495,120000,18,ICool Tr?n N�o,03/11/2020
52,424,78691700,76428080,1962830,0,300790,0,113650,0,18,ICool Tr?n N�o,04/11/2020
67,594,101739700,98685960,1657060,0,1315330,81350,954280,0,18,ICool Tr?n N�o,05/11/2020
74,605,122161200,119126137.5,2699580,0,232550,102932.5,830206,1710000,18,ICool Tr?n N�o,06/11/2020
83,634,131592501,126230835,3681716,0,1679950,0,361120.5,0,18,ICool Tr?n N�o,07/11/2020
60,433,90436617,87463127,2119390,0,561900,292200,85630,500000,18,ICool Tr?n N�o,08/11/2020
62,495,106522100,104156800,2076400,0,288900,0,843483.5,0,18,ICool Tr?n N�o,09/11/2020
57,420,101986301,98650560,2039741,0,1296000,0,1003309,0,18,ICool Tr?n N�o,10/11/2020
59,424,77703200,75016015,1964920,0,663110,59155,0,0,18,ICool Tr?n N�o,11/11/2020
62,454,93477800,88630280,4020010,0,827510,0,862402,200000,18,ICool Tr?n N�o,12/11/2020
72,545,113707200,108908310,4013340,0,718850,66700,637425,0,18,ICool Tr?n N�o,13/11/2020
86,730,140191200,136434460,3131890,0,517000,107850,0,500000,18,ICool Tr?n N�o,14/11/2020
68,484,93441200,91569110,1612840,0,259250,0,0,450000,18,ICool Tr?n N�o,15/11/2020
51,330,68115300,65576808,1778950,0,582120,177422,95650,0,18,ICool Tr?n N�o,16/11/2020
56,452,86722600,82463920,2718970,0,1539710,0,497052.5,0,18,ICool Tr?n N�o,17/11/2020
64,506,84079000,80693780,1759150,0,1558270,67800,338220.5,0,18,ICool Tr?n N�o,18/11/2020
54,437,86961300,84325775,1812960,0,764540,58025,259310,0,18,ICool Tr?n N�o,19/11/2020
86,645,129267800,124600990,4242340,0,337900,86570,353650,0,18,ICool Tr?n N�o,20/11/2020
81,525,124516810,119760965,4308520,0,447325,0,408572,0,18,ICool Tr?n N�o,21/11/2020
69,519,109844401,106729405,2623796,0,491200,0,366795,200000,18,ICool Tr?n N�o,22/11/2020
54,389,78867600,76360240,1793570,0,713790,0,184090,0,18,ICool Tr?n N�o,23/11/2020
43,331,69159200,66916760,1625740,0,616700,0,1036520,8070000,18,ICool Tr?n N�o,24/11/2020
62,524,101794700,98718366,2093110,0,883430,99794,664090,700000,18,ICool Tr?n N�o,25/11/2020
63,485,95371600,91759310,2466340,0,1145950,0,1137930,150000,18,ICool Tr?n N�o,26/11/2020
59,484,95631000,93173778,2115022,0,342200,0,229010,0,18,ICool Tr?n N�o,27/11/2020
100,760,155467700,148366180,4143820,0,2208240,749460,575033,0,18,ICool Tr?n N�o,28/11/2020
59,510,92275001,90084440.9,1954760,0,0,235800.1,0,0,18,ICool Tr?n N�o,29/11/2020
58,475,91284200,88270180,1840530,0,1133240,40250,0,0,18,ICool Tr?n N�o,30/11/2020
